Name,Color,Current price,Price with citilink card,Url
Смартфон OUKITEL F150 B2021 6/64Gb,черный,16 490,15 960,https://www.citilink.ru/product/smartfon-oukitel-f150-b2021-rock-64gb-6gb-chernyi-3g-4g-2sim-5-86-ips-1722946/
Смартфон OUKITEL K15 Plus 3/32Gb,черный,12 990,12 570,https://www.citilink.ru/product/smartfon-oukitel-k15-plus-32gb-3gb-chernyi-3g-4g-2sim-6-52-ips-720x160-1722936/
Смартфон OUKITEL WP12 Pro 4/64Gb,красный,11 990,11 600,https://www.citilink.ru/product/smartfon-oukitel-wp12-pro-64gb-4gb-krasnyi-3g-4g-2sim-5-5-ips-720x1440-1722932/
Смартфон OUKITEL WP12 Pro 4/64Gb,черный,11 990,11 600,https://www.citilink.ru/product/smartfon-oukitel-wp12-pro-64gb-4gb-chernyi-3g-4g-2sim-5-5-ips-720x1440-1722927/
Смартфон OUKITEL WP5 IP68,оранжевый,11 990,11 870,https://www.citilink.ru/product/smartfon-oukitel-wp5-32gb-4gb-oranzhevyi-3g-4g-2sim-5-5-ips-720x1440-a-1722924/
Смартфон DOOGEE S88 Plus 8/128Gb,оранжевый,20 990,20 320,https://www.citilink.ru/product/smartfon-doogee-s88-plus-128gb-8gb-oranzhevyi-3g-4g-6-3-1080x2340-and1-1824449/
Смартфон Xiaomi Poco C40 4/64Gb,зеленый,13 990,13 790,https://www.citilink.ru/product/smartfon-xiaomi-poco-c40-64gb-4gb-zelenyi-3g-4g-2sim-7-ips-720x1650-an-1823506/
Смартфон Apple iPhone 13 mini 256Gb,темная ночь,72 990,71 590,https://www.citilink.ru/product/smartfon-apple-iphone-13-mini-a2628-256gb-chernyi-3g-4g-6-1-ios-15-802-1808776/
Смартфон Apple iPhone 11 64Gb,желтый,46 990,46 490,https://www.citilink.ru/product/smartfon-apple-iphone-11-a2221-64gb-zheltyi-3g-4g-6-1-ios-15-802-11-a-1808770/
Смартфон Apple iPhone 11 64Gb,(PRODUCT)RED,46 990,46 490,https://www.citilink.ru/product/smartfon-apple-iphone-11-a2221-64gb-krasnyi-3g-4g-6-1-ios-15-802-11-a-1808767/
Смартфон Apple iPhone 11 64Gb,зеленый,46 990,46 490,https://www.citilink.ru/product/smartfon-apple-iphone-11-a2221-64gb-zelenyi-3g-4g-6-1-ios-15-802-11-a-1808765/
Смартфон Apple iPhone 12 128Gb,белый,67 990,66 690,https://www.citilink.ru/product/smartfon-apple-iphone-12-a2403-128gb-belyi-3g-4g-6-1-ios-15-802-11-a-b-1808760/
Смартфон Apple iPhone 12 128Gb,фиолетовый,67 990,66 690,https://www.citilink.ru/product/smartfon-apple-iphone-12-a2403-128gb-fioletovyi-3g-4g-6-1-ios-15-802-1-1808759/
Смартфон Apple iPhone 12 128Gb,зеленый,67 990,66 690,https://www.citilink.ru/product/smartfon-apple-iphone-12-a2403-128gb-zelenyi-3g-4g-6-1-ios-15-802-11-a-1808758/
Смартфон Apple iPhone 12 128Gb,синий,67 990,66 690,https://www.citilink.ru/product/smartfon-apple-iphone-12-a2403-128gb-sinii-3g-4g-6-1-ios-15-802-11-a-b-1808757/
Смартфон Apple iPhone 12 128Gb,черный,67 990,66 690,https://www.citilink.ru/product/smartfon-apple-iphone-12-a2403-128gb-chernyi-3g-4g-6-1-ios-15-802-11-a-1808756/
Смартфон Apple iPhone 13 Pro Max 128Gb,небесно-голубой,103 490,102 990,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-max-a2643-128gb-goluboi-3g-4g-6-7-ios-15-1808470/
Смартфон Apple iPhone 13 Pro 256Gb,графитовый,103 490,102 990,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-a2636-256gb-grafit-3g-4g-6-1-ios-15-12mpi-1806594/
Смартфон Apple iPhone 13 Pro Max 256Gb,графитовый,129 990,127 390,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-max-a2643-256gb-grafit-3g-4g-6-7-ios-15-1-1806589/
Смартфон INFINIX Note 12 NFC 6/128Gb,золотой,15 990,15 490,https://www.citilink.ru/product/smartfon-infinix-note-12-x663d-128gb-6gb-zolotistyi-3g-4g-2sim-6-7-amo-1800465/
Смартфон Apple iPhone 13 Pro Max 128Gb,альпийский зеленый,103 490,102 490,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-max-a2643-128gb-zelenyi-3g-4g-6-7-ios-15-1797152/
Смартфон Apple iPhone 13 Pro Max 128Gb,графитовый,103 490,102 490,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-max-a2643-128gb-grafit-3g-4g-6-7-ios-15-8-1797149/
Смартфон Apple iPhone 13 Pro Max 128Gb,небесно-голубой,103 490,102 490,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-max-a2643-128gb-goluboi-3g-4g-6-7-ios-15-1794784/
Смартфон Apple iPhone 13 Pro Max 128Gb,золотой,103 490,102 490,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-max-a2643-128gb-zolotistyi-3g-4g-6-7-ios-1794714/
Смартфон Apple iPhone 13 Pro Max 256Gb,серебристый,129 990,127 390,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-max-a2641-256gb-6gb-serebristyi-3g-4g-2si-1794681/
Смартфон Apple iPhone 13 Pro Max 128Gb,серебристый,103 490,102 490,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-max-a2641-128gb-serebristyi-3g-4g-6-7-ios-1793618/
Смартфон Apple iPhone 13 Pro Max 128Gb,альпийский зеленый,103 490,102 490,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-max-a2643-128gb-zelenyi-3g-4g-6-7-ios-15-1793616/
Смартфон Apple iPhone 13 Pro Max 128Gb,небесно-голубой,103 490,102 490,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-max-a2643-128gb-goluboi-3g-4g-6-7-ios-15-1793610/
Смартфон Apple iPhone 13 Pro Max 128Gb,графитовый,103 490,102 490,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-max-a2643-128gb-grafit-3g-4g-6-7-ios-15-8-1793609/
Смартфон Apple iPhone 13 Pro Max 128Gb,серебристый,103 490,102 490,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-max-a2484-128gb-128gb-serebristyi-3g-4g-6-1789381/
Смартфон Apple iPhone 13 Pro Max 128Gb,серебристый,103 490,102 490,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-max-a2484-128gb-128gb-serebristyi-3g-4g-6-1789380/
Смартфон Apple iPhone 13 Pro 128Gb,золотой,95 990,94 990,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-a2483-128gb-128gb-zolotistyi-3g-4g-6-1-io-1789379/
Смартфон Apple iPhone 13 Pro 128Gb,графитовый,95 990,94 990,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-a2483-128gb-128gb-grafit-3g-4g-6-1-ios-15-1789378/
Смартфон Apple iPhone 13 Pro Max 128Gb,альпийский зеленый,103 490,102 490,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-max-a2484-128gb-128gb-zelenyi-3g-4g-6-7-i-1789373/
Смартфон Apple iPhone 13 Pro Max 128Gb,альпийский зеленый,103 490,102 490,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-max-a2484-128gb-128gb-zelenyi-3g-4g-6-7-i-1789372/
Смартфон Apple iPhone 13 Pro Max 128Gb,золотой,103 490,102 490,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-max-a2484-128gb-128gb-zolotistyi-3g-4g-6-1789370/
Смартфон Apple iPhone 13 Pro Max 128Gb,графитовый,103 490,102 490,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-max-a2643-128gb-128gb-grafit-3g-4g-6-7-io-1789365/
Смартфон Apple iPhone 11 64Gb,черный,46 990,46 490,https://www.citilink.ru/product/smartfon-apple-iphone-11-a2221-64gb-64gb-chernyi-3g-4g-6-1-ios-15-802-1789363/
Смартфон Apple iPhone 11 64Gb,фиолетовый,46 990,46 490,https://www.citilink.ru/product/smartfon-apple-iphone-11-a2221-64gb-64gb-fioletovyi-3g-4g-6-1-ios-15-8-1789362/
Смартфон Apple iPhone 13 Pro Max 128Gb,серебристый,103 490,102 490,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-max-a2643-128gb-128gb-serebristyi-3g-4g-6-1789361/
Смартфон Apple iPhone 13 Pro Max 128Gb,альпийский зеленый,103 490,102 490,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-max-a2641-128gb-128gb-zelenyi-3g-4g-6-7-i-1789360/
Смартфон Apple iPhone 13 Pro Max 128Gb,графитовый,103 490,102 490,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-max-a2641-128gb-128gb-grafit-3g-4g-6-7-io-1789359/
Смартфон Apple iPhone 13 Pro Max 128Gb,золотой,103 490,102 490,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-max-a2641-128gb-128gb-zolotistyi-3g-4g-6-1789358/
Смартфон Apple iPhone 13 Pro Max 128Gb,небесно-голубой,103 490,102 490,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-max-a2641-128gb-128gb-goluboi-3g-4g-6-7-i-1789357/
Смартфон Apple iPhone 13 Pro 256Gb,небесно-голубой,103 490,102 490,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-a2636-256gb-256gb-goluboi-3g-4g-2sim-6-1-1787861/
Смартфон Apple iPhone 13 Pro 256Gb,серебристый,103 490,102 490,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-a2636-256gb-256gb-serebristyi-3g-4g-2sim-1787857/
Смартфон Apple iPhone 13 Pro 128Gb,серебристый,95 990,94 990,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-a2636-128gb-128gb-serebristyi-3g-4g-6-1-i-1787691/
Смартфон Apple iPhone 13 Pro 128Gb,небесно-голубой,95 990,94 990,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-a2483-128gb-128-goluboi-3g-4g-6-1-ios-15-1783877/
Смартфон Apple iPhone 13 Pro Max 128Gb,графитовый,103 490,102 490,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-max-a2484-128gb-128-grafit-3g-4g-6-7-ios-1783875/
Смартфон Apple iPhone 13 Pro 128Gb,небесно-голубой,95 990,94 990,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-a2636-128gb-128-goluboi-3g-4g-6-1-ios-15-1783872/
Смартфон Apple iPhone 13 Pro Max 128Gb,графитовый,103 490,102 490,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-max-a2484-128gb-128-grafit-3g-4g-6-7-ios-1783871/
Смартфон Apple iPhone 13 Pro Max 128Gb,золотой,103 490,102 490,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-max-a2641-128gb-128-zolotistyi-3g-4g-6-7-1783854/
Смартфон Apple iPhone 13 Pro Max 128Gb,серебристый,103 490,102 490,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-max-a2641-128gb-128-serebristyi-3g-4g-6-7-1783852/
Смартфон Apple iPhone 13 Pro Max 128Gb,графитовый,103 490,102 490,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-max-a2641-128gb-128-grafit-3g-4g-6-7-ios-1783851/
Смартфон Apple iPhone 13 Pro 128Gb,альпийский зеленый,95 990,94 990,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-a2636-128gb-128-zelenyi-3g-4g-6-1-ios-15-1783850/
Смартфон Apple iPhone 13 Pro 128Gb,золотой,95 990,94 990,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-a2636-128gb-128-zolotistyi-3g-4g-6-1-ios-1783849/
Смартфон Apple iPhone 13 Pro 256Gb,альпийский зеленый,103 490,102 490,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-a2483-256gb-zelenyi-3g-4g-2sim-6-1-ios-15-1781752/
Смартфон Apple iPhone 13 Pro 256Gb,золотой,103 490,102 490,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-a2636-256gb-zolotistyi-3g-4g-6-1-1170x253-1781410/
Смартфон INFINIX Note 12 NFC 6/128Gb,черный,15 990,15 490,https://www.citilink.ru/product/smartfon-infinix-note-12-x663d-128gb-6gb-chernyi-3g-4g-2sim-6-7-amoled-1779070/
Смартфон DOOGEE S98 8/256Gb,оранжевый/черный,26 990,26 130,https://www.citilink.ru/product/smartfon-doogee-s98-256gb-8gb-oranzhevyi-chernyi-3g-4g-2sim-6-3-lcd-10-1778815/
Смартфон DOOGEE S35 3/16Gb,оранжевый/черный,8650,8480,https://www.citilink.ru/product/smartfon-doogee-s35-16gb-3gb-oranzhevyi-chernyi-3g-4g-2sim-5-ips-720x1-1773575/
Смартфон DOOGEE S35 3/16Gb,красный/черный,9290,8990,https://www.citilink.ru/product/smartfon-doogee-s35-16gb-3gb-krasnyi-chernyi-3g-4g-2sim-5-ips-720x1280-1773574/
Смартфон DOOGEE S35 3/16Gb,черный,8999,8760,https://www.citilink.ru/product/smartfon-doogee-s35-16gb-3gb-chernyi-chernyi-3g-4g-2sim-5-ips-720x1280-1773573/
Смартфон DOOGEE V10 8/128Gb,черный,32 390,31 360,https://www.citilink.ru/product/smartfon-doogee-v10-128gb-8gb-chernyi-chernyi-3g-4g-2sim-6-39-lcd-720x-1773572/
Смартфон DOOGEE V10 8/128Gb,оранжевый/черный,32 390,31 360,https://www.citilink.ru/product/smartfon-doogee-v10-128gb-8gb-oranzhevyi-chernyi-3g-4g-2sim-6-39-lcd-7-1773570/
Смартфон TCL 30SE 4/128Gb,синий,13 990,12 990,https://www.citilink.ru/product/smartfon-tcl-6165h-128gb-4gb-sinii-3g-4g-6-52-720x1600-and12-50mpix-80-1773449/
Смартфон TCL 30SE 4/128Gb,серый,13 990,12 990,https://www.citilink.ru/product/smartfon-tcl-6165h-128gb-4gb-seryi-3g-4g-6-52-720x1600-and12-50mpix-80-1773448/
Смартфон TCL 30SE 4/64Gb,синий,12 990,11 990,https://www.citilink.ru/product/smartfon-tcl-6165h-64gb-4gb-sinii-3g-4g-6-52-720x1600-and12-50mpix-802-1773445/
Смартфон TCL 30SE 4/64Gb,серый,12 990,11 990,https://www.citilink.ru/product/smartfon-tcl-6165h-64gb-4gb-seryi-3g-4g-6-52-720x1600-and12-50mpix-802-1773444/
Смартфон TCL 30Е 3/64Gb,синий,11 990,10 990,https://www.citilink.ru/product/smartfon-tcl-6127i-64gb-3gb-sinii-3g-4g-6-52-ips-720x1600-and12-50mpix-1773441/
Смартфон TCL 30Е 3/64Gb,серый,11 990,10 990,https://www.citilink.ru/product/smartfon-tcl-6127i-64gb-3gb-seryi-3g-4g-6-52-ips-720x1600-and12-50mpix-1773327/
Смартфон TCL 306 3/32Gb,синий,9990,8990,https://www.citilink.ru/product/smartfon-tcl-6102h-32gb-3gb-sinii-3g-4g-6-52-ips-720x1600-and12-13mpix-1773325/
Смартфон TCL 306 3/32Gb,серый,9990,8990,https://www.citilink.ru/product/smartfon-tcl-6102h-32gb-3gb-seryi-3g-4g-6-52-ips-720x1600-and12-13mpix-1773323/
Смартфон TCL 305 2/32Gb,синий,8990,7990,https://www.citilink.ru/product/smartfon-tcl-6102d-32gb-2gb-sinii-3g-4g-6-52-720x1600-and11-13mpix-802-1773321/
Смартфон TCL 305 2/32Gb,серый,8990,7990,https://www.citilink.ru/product/smartfon-tcl-6102d-32gb-2gb-seryi-3g-4g-6-52-720x1600-and11-13mpix-802-1773318/
Смартфон Xiaomi Poco M4 Pro 6/128Gb,желтый,19 990,19 790,https://www.citilink.ru/product/smartfon-xiaomi-poco-m4-pro-128gb-6gb-zheltyi-3g-4g-6-43-1080x2400-and-1772662/
Смартфон INFINIX Smart 6 HD 2/32 GB,голубой,7490,7290,https://www.citilink.ru/product/smartfon-infinix-smart-6-x6512-32gb-2gb-goluboi-3g-4g-2sim-6-6-ips-720-1768893/
Смартфон INFINIX Smart 6 HD 2/32 GB,черный,7490,7290,https://www.citilink.ru/product/smartfon-infinix-smart-6-x6512-32gb-2gb-chernyi-3g-4g-2sim-6-6-ips-720-1768873/
Смартфон Apple iPhone 13 Pro 128Gb,серебристый,95 990,94 990,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-a2483-128gb-serebristyi-3g-4g-6-1-oled-11-1744731/
Смартфон Apple iPhone 11 64Gb,белый,46 990,46 490,https://www.citilink.ru/product/smartfon-apple-iphone-11-a2221-64gb-belyi-3g-4g-6-1-828x1792-ios-15-12-1743927/
Смартфон Apple iPhone 11 64Gb,зеленый,46 990,46 490,https://www.citilink.ru/product/smartfon-apple-iphone-11-a2221-64gb-zelenyi-3g-4g-6-1-828x1792-ios-15-1743925/
Смартфон Apple iPhone 13 Pro 128Gb,графитовый,95 990,94 990,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-a2636-128gb-grafit-3g-4g-6-1-1170x2532-io-1743097/
Смартфон Apple iPhone 13 Pro 128Gb,небесно-голубой,95 990,94 990,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-a2636-128gb-goluboi-3g-4g-6-1-1170x2532-i-1743093/
Смартфон TCL 30 Plus 4/128Gb,синий,17 990,16 990,https://www.citilink.ru/product/smartfon-tcl-30-plus-128gb-4gb-sinii-3g-4g-2sim-6-66-amoled-1080x2400-1742438/
Смартфон TCL 30 Plus 4/128Gb,черный,17 990,16 990,https://www.citilink.ru/product/smartfon-tcl-30-plus-128gb-4gb-chernyi-3g-4g-2sim-6-66-amoled-1080x240-1742437/
Смартфон TCL 30 4/64Gb,синий,15 990,14 990,https://www.citilink.ru/product/smartfon-tcl-30-64gb-4gb-sinii-3g-4g-2sim-6-66-amoled-1080x2400-and12-1742435/
Смартфон TCL 30 4/64Gb,черный,15 990,14 990,https://www.citilink.ru/product/smartfon-tcl-30-64gb-4gb-chernyi-3g-4g-2sim-6-66-amoled-1080x2400-and1-1742430/
Смартфон Xiaomi Poco F4 GT 8/128Gb,серебристый,47 990,47 590,https://www.citilink.ru/product/smartfon-xiaomi-poco-f4-gt-128gb-8gb-serebristyi-3g-4g-6-67-720x1440-a-1740220/
Смартфон Xiaomi 12 Pro 12/256Gb,синий,109 990,108 890,https://www.citilink.ru/product/smartfon-xiaomi-12-pro-256gb-12gb-sinii-3g-4g-2sim-6-73-amoled-1440x32-1738614/
Смартфон Apple iPhone 13 Pro Max 128Gb,небесно-голубой,103 490,102 490,https://www.citilink.ru/product/smartfon-apple-iphone-13-pro-max-a2484-128gb-goluboi-3g-4g-6-7-1284x27-1736701/
Смартфон Xiaomi Redmi 10C 4/128Gb,зеленый,15 990,15 790,https://www.citilink.ru/product/smartfon-xiaomi-redmi-10c-128gb-4gb-zelenyi-3g-4g-6-71-720x1600-and10-1733246/
Смартфон Xiaomi 12X 8/128Gb,голубой,54 990,54 490,https://www.citilink.ru/product/smartfon-xiaomi-12x-128gb-8gb-sinii-3g-4g-2sim-6-28-amoled-1080x2400-a-1728954/
Смартфон ARK CoolPad 10A 2/64Gb,синий,7590,7290,https://www.citilink.ru/product/smartfon-ark-cool-10a-cool-10a-64gb-2gb-sinii-3g-4g-6-517-and11-13mpix-1727916/
Смартфон OUKITEL WP5 Pro IP68,черный,15 490,14 990,https://www.citilink.ru/product/smartfon-oukitel-wp5-pro-64gb-4gb-chernyi-3g-4g-2sim-5-5-ips-720x1440-1722940/
Смартфон OUKITEL WP5 IP68,черный,11 990,11 490,https://www.citilink.ru/product/smartfon-oukitel-wp5-32gb-4gb-chernyi-3g-4g-2sim-5-5-ips-720x1440-and9-1722921/
Смартфон INFINIX Hot 11 4/128Gb,синий,15 990,14 990,https://www.citilink.ru/product/smartfon-infinix-hot-11-x689f-128gb-4gb-sinii-3g-4g-2sim-6-82-tft-720x-1722703/
Смартфон INFINIX Hot 11 4/128Gb,черный,15 990,14 990,https://www.citilink.ru/product/smartfon-infinix-hot-11-x689f-128gb-4gb-chernyi-3g-4g-2sim-6-82-tft-72-1722700/
Смартфон Xiaomi Poco X4 Pro 5G 6/128Gb,желтый,26 990,26 790,https://www.citilink.ru/product/smartfon-xiaomi-poco-x4-pro-5g-128gb-6gb-zheltyi-3g-4g-6-67-1080x2400-1713050/
Смартфон TCL 10L 6/64Gb,синий,15 990,15 790,https://www.citilink.ru/product/smartfon-tcl-10l-t770h-64gb-6gb-sinii-3g-4g-2sim-6-53-ips-1080x2340-an-1689226/
Смартфон INFINIX Hot 10 Lite 64Gb,синий,8990,8790,https://www.citilink.ru/product/smartfon-infinix-hot-10-lite-x657b-64gb-3gb-sinii-3g-4g-2sim-6-6-hd-72-1650387/
Смартфон INFINIX Zero X pro 8/128Gb,коричневый,28 930,28 110,https://www.citilink.ru/product/smartfon-infinix-zero-x-pro-x6811-128gb-8gb-korichnevyi-3g-4g-2sim-6-6-1649447/
Смартфон INFINIX Zero X pro 8/128Gb,черный,28 950,28 130,https://www.citilink.ru/product/smartfon-infinix-zero-x-pro-x6811-128gb-8gb-chernyi-3g-4g-2sim-6-67-am-1649446/
Смартфон INFINIX Zero X pro 8/128Gb,серебристый,28 950,28 130,https://www.citilink.ru/product/smartfon-infinix-zero-x-pro-x6811-128gb-8gb-serebristyi-3g-4g-2sim-6-6-1649189/
Смартфон HTC Wildfire E2 Plus 64Gb,черный,13 890,12 990,https://www.citilink.ru/product/smartfon-htc-wildfire-e2-plus-64gb-4gb-chernyi-3g-4g-6-217-720x1560-an-1643071/
Смартфон BLACKVIEW BV6600 4/64Gb,черный,12 999,12 880,https://www.citilink.ru/product/smartfon-blackview-bv6600-64gb-4gb-chernyi-3g-4g-5-7-720x1440-and10-16-1627685/
Смартфон Nokia C30 DS 2/32 GB,белый,9590,9490,https://www.citilink.ru/product/smartfon-nokia-c30-ds-32gb-2gb-belyi-3g-4g-6-82-and11-802-11-b-g-n-gps-1611797/
Смартфон OPPO A16 32Gb,черный,11 490,11 370,https://www.citilink.ru/product/smartfon-oppo-a16-cph2269-32gb-3gb-chernyi-3g-4g-2sim-6-52-ips-720x160-1606945/
Смартфон DOOGEE S86 Pro 8/128Gb,красный/черный,20 990,20 410,https://www.citilink.ru/product/smartfon-doogee-s86-pro-128gb-8gb-krasnyi-3g-4g-6-1-and10-802-11-b-g-n-1579726/
Смартфон DOOGEE S68 Pro 6/128Gb,черный,21 490,20 490,https://www.citilink.ru/product/smartfon-doogee-s68-pro-128gb-6gb-chernyi-3g-4g-5-9-and9-0-802-11-b-g-1548461/
Смартфон DOOGEE X95 Pro 4/32Gb,зеленый,9990,9720,https://www.citilink.ru/product/smartfon-doogee-x95-pro-32gb-4gb-zelenyi-3g-4g-6-52-and10-802-11-a-b-g-1522490/
Смартфон DOOGEE X95 Pro 4/32Gb,голубой,9990,9700,https://www.citilink.ru/product/smartfon-doogee-x95-pro-32gb-4gb-sinii-3g-4g-6-52-and10-802-11-a-b-g-n-1522489/
Смартфон DOOGEE X95 Pro 4/32Gb,черный,9990,9700,https://www.citilink.ru/product/smartfon-doogee-x95-pro-32gb-4gb-chernyi-3g-4g-6-52-and10-802-11-a-b-g-1522488/
Смартфон DOOGEE S96 Pro 8/128Gb,зеленый,26 990,26 130,https://www.citilink.ru/product/smartfon-doogee-s96-pro-128gb-8gb-zelenyi-3g-4g-6-22-and10-802-11-a-b-1522293/
Смартфон DOOGEE S96 Pro 8/128Gb,черный,26 990,26 130,https://www.citilink.ru/product/smartfon-doogee-s96-pro-128gb-8gb-chernyi-3g-4g-6-22-and10-802-11-a-b-1522291/
Смартфон DOOGEE S59 Pro 4/128Gb,зеленый,16 990,16 640,https://www.citilink.ru/product/smartfon-doogee-s59-pro-128gb-4gb-zelenyi-3g-4g-5-71-and10-802-11-a-b-1522290/
Смартфон DOOGEE S40 Pro 4/64Gb,оранжевый,14 490,14 030,https://www.citilink.ru/product/smartfon-doogee-s40-pro-64gb-4gb-oranzhevyi-3g-4g-5-45-and10-802-11-a-1522281/
Смартфон DOOGEE S40 Pro 4/64Gb,зеленый,14 490,14 040,https://www.citilink.ru/product/smartfon-doogee-s40-pro-64gb-4gb-zelenyi-3g-4g-5-45-and10-802-11-a-b-g-1522279/
Смартфон DOOGEE S40 Pro 4/64Gb,черный,14 490,14 030,https://www.citilink.ru/product/smartfon-doogee-s40-pro-64gb-4gb-chernyi-3g-4g-5-45-and10-802-11-a-b-g-1522277/
Смартфон OPPO A74 4/128Gb,синий,18 990,17 990,https://www.citilink.ru/product/smartfon-oppo-a74-128gb-4gb-sinii-3g-4g-6-43-and11-802-11-a-b-g-n-ac-n-1520285/
Смартфон TCL 10 Plus 256Gb,серебристый,24 990,24 490,https://www.citilink.ru/product/smartfon-tcl-10-plus-256gb-6gb-serebristyi-3g-4g-6-47-and10-802-11-a-b-1503838/
Смартфон TCL 10 Plus 256Gb,синий,24 990,24 490,https://www.citilink.ru/product/smartfon-tcl-10-plus-256gb-6gb-sinii-3g-4g-6-47-and10-802-11-a-b-g-n-a-1503837/
Смартфон TCL 10L 256Gb,синий,18 990,18 590,https://www.citilink.ru/product/smartfon-tcl-10l-256gb-6gb-sinii-3g-4g-6-53-andq-802-11-a-b-g-n-ac-nfc-1503828/
Смартфон OPPO Reno5 Lite 128Gb,лиловый,22 290,22 090,https://www.citilink.ru/product/smartfon-oppo-reno5-lite-128gb-8gb-lilovyi-3g-4g-6-43-and11-802-11-a-b-1492458/
Смартфон VIVO Y31 128Gb,голубой океан,17 990,15 990,https://www.citilink.ru/product/smartfon-vivo-y31-128gb-4gb-goluboi-okean-3g-4g-6-58-and11-802-11-ah-b-1482739/
Смартфон BLACKVIEW BV6300 32Gb,черный/оранжевый,11 490,11 090,https://www.citilink.ru/product/smartfon-blackview-bv9600-pro-chernyi-oranzhevyi-1448150/
Смартфон BLACKVIEW BV4900 32Gb,черный/оранжевый,10 990,10 500,https://www.citilink.ru/product/smartfon-blackview-bv4900-chernyi-oranzhevyi-1446720/
Смартфон Apple iPhone 12 Pro 512Gb,графитовый,116 990,114 690,https://www.citilink.ru/product/smartfon-apple-iphone-12-pro-mgmu3ru-a-grafit-1428592/
Смартфон Alcatel 1SE light 32Gb,голубой,7690,7590,https://www.citilink.ru/product/smartfon-alcatel-1se-4087u-sinii-1416127/
Смартфон Alcatel 1SE light 32Gb,серый,7690,7590,https://www.citilink.ru/product/smartfon-alcatel-1se-4087u-seryi-1416126/
Смартфон Alcatel 1SP 128Gb,зеленый,11 290,11 190,https://www.citilink.ru/product/smartfon-alcatel-1se-5030e-128gb-4gb-zelenyi-3g-4g-2sim-6-22-720x1520-1402333/
Смартфон Alcatel 1SE 32Gb,зеленый,7690,7590,https://www.citilink.ru/product/smartfon-alcatel-1se-5030d-32gb-3gb-zelenyi-3g-2sim-6-22-720x1520-and1-1375900/
Смартфон Alcatel 1SE 32Gb,серый,7690,7590,https://www.citilink.ru/product/smartfon-alcatel-1se-5030d-32gb-3gb-seryi-3g-2sim-6-22-720x1520-and10-1375886/
